date,selection,category,catalog
2026-11-10,"['Kernwurf-Variationen mit 1-3 Schritten', 'Tschechenviereck', 'Vom 2:1 zum 4:3 ']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-11-13,"['Herausspielen des Balles', 'Sprungwurf duell', 'Kreis anspielen']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-11-17,"['Passformen (Kernwurfpass, Bodenpass, Gegenstosspass) in der Bewegung', 'Duell um die Welt', 'Ball auf Kasten abschiessen']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-11-20,"['Täuschen/Durchbrechen (ohne/mit Ball)', 'Rennen zum Ball', 'Gegenstoss 2:1 zum 3:2']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-11-24,"['Sprungwurf hoch/weit', 'Zweierpassen übers ganze Feld', 'Viereck passen - drei mal prellen für Punkt']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-11-27,"['Abwehrtechnik/Beinarbeit ', 'Abdrängen des Gegners ', 'Abwehrverhalten ']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-01,"['Prellen ', 'Einpassen auf Bänkli', '1:1 - 4:4 Gleichzahl mit und ohne Kreisläufer (mit zwei Anspielstationen) ']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-04,"['Täuschungen Nullkontakt li/re; re/li mit Ball ', 'Parallelpassen', 'Ablaufen mit/ohne Ball ']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-08,"['Kernwurf-Variationen mit 1-3 Schritten', 'Tschechenviereck', 'Ball in Kreis ablegen']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-11,"['Herausspielen des Balles', 'Duell um die Welt', '2:1 bis 3:2 am Flügel']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-15,"['Passformen (Kernwurfpass, Bodenpass, Gegenstosspass) in der Bewegung', 'Sprungwurf duell', '5er Passen']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-18,"['Täuschen/Durchbrechen (ohne/mit Ball)', 'Rennen zum Ball', 'Kreis anspielen']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
2026-12-22,"['Sprungwurf hoch/weit', 'Zweierpassen übers ganze Feld', 'Ball auf Kasten abschiessen']","['Technik', 'Technik', 'Spielfähigkeit']",U11/Catalogs_U11/Cat001.csv
